COUNTYFIPS,NAMELSAD,State,Diagnosed Diabetes Percentage,Access to Exercise Opportunities,Physical Inactivity Percentage,Obesity Percentage,Limited Access To Healthy Foods
47143,Rhea County,Tennessee,10.4,53.60432582,19,28.9,11.63589281
47033,Crockett County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5055,Greene County,Arkansas,9.8,28.51746258,28.9,31.5,6.650717849
6037,Los Angeles County,California,9.1,96.79999348,17.3,23.4,1.452950849
8107,Routt County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13233,Polk County,Georgia,10,68.19770946,23.8,27.7,12.15387713
17151,Pope County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21231,Wayne County,Kentucky,11.2,30.46653534,30.4,35.5,9.847898406
6053,Monterey County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13087,Decatur County,Georgia,10.2,58.03103225,22.5,21,5.952050873
19111,Lee County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20007,Barber County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20075,Hamilton County,Kansas,9.3,78.5873606,16.8,22.3,7.431580058
23003,Aroostook County,Maine,11.3,47.06414359,28,36.9,4.856652675
25021,Norfolk County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26003,Alger County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22115,Vernon Parish,Louisiana,11.8,54.19230328,22.2,31.9,22.16939376
36047,Kings County,New York,9.4,99.94761848,23.6,23.9,0.00164707
35033,Mora County,New Mexico,9.5,17.53738988,17.4,23.4,59.96035256
40089,McCurtain County,Oklahoma,10.4,35.60375253,34.1,35,13.7837085
41021,Gilliam County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
41045,Malheur County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
44003,Kent County,Rhode Island,8.8,78.09795496,21.4,29.4,5.53775847
46083,Lincoln County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1035,Conecuh County,Alabama,11.2,35.62896885,31.6,27.2,13.28897274
13097,Douglas County,Georgia,10.8,80.43473335,24.1,32.6,14.99591362
13189,McDuffie County,Georgia,8.8,59.65257143,17.2,20.2,0.168495449
16085,Valley County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18071,Jackson County,Indiana,9.9,62.24277893,27.2,31.8,9.812482363
19001,Adair County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20069,Gray County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21051,Clay County,Kentucky,9.1,98.95996319,28.7,30,13.77261353
21081,Grant County,Kentucky,10.8,54.34676831,23.2,26.9,2.315317371
27145,Stearns County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48241,Jasper County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48465,Val Verde County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48277,Lamar County,Texas,10.7,63.17755508,32.2,29.1,14.21367437
40145,Wagoner County,Oklahoma,12.3,48.28076897,26.9,34.8,10.18954049
49019,Grand County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
46037,Day County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55033,Dunn County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47091,Johnson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45049,Hampton County,South Carolina,12.6,42.10052157,34.5,34.1,6.555947933
47135,Perry County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47147,Robertson County,Tennessee,9.1,45.31780396,23.7,30.3,1.874540692
30043,Jefferson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30059,Meagher County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55097,Portage County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47171,Unicoi County,Tennessee,9.3,100,18,23.1,1.887071773
36029,Erie County,New York,9.7,93.35219359,21.2,28.6,5.754789354
51121,Montgomery County,Virginia,9.5,70.60450038,17.5,27.3,4.403623232
28017,Chickasaw County,Mississippi,10.2,21.18215271,28,34,5.799240288
18155,Switzerland County,Indiana,9.6,38.66955621,22.3,31.1,3.114325765
18177,Wayne County,Indiana,12.6,56.58981093,30.2,34.6,16.62986985
21239,Woodford County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4027,Yuma County,Arizona,9.5,82.43840389,21.4,39.6,10.30404572
46007,Bennett County,South Dakota,11.2,2.011075488,23.3,34.8,23.32318479
37187,Washington County,North Carolina,10,63.39582703,19.9,19,0.278930192
72073,Jayuya Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47177,Warren County,Tennessee,10.3,51.82107985,25.6,28.3,4.887065461
18059,Hancock County,Indiana,9.6,44.57444073,21.1,34.4,8.453249513
29215,Texas County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31073,Gosper County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27163,Washington County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42077,Lehigh County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48471,Walker County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
46111,Sanborn County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47003,Bedford County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48227,Howard County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48061,Cameron County,Texas,11.8,66.22864458,27.2,34.7,17.92751354
56013,Fremont County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53037,Kittitas County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15005,Kalawao County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5033,Crawford County,Arkansas,10.7,55.0671531,25.3,37.2,13.18603853
31051,Dixon County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17133,Monroe County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17059,Gallatin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34003,Bergen County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37013,Beaufort County,North Carolina,8.9,45.11400993,24.1,31.2,9.189439451
19169,Story County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37091,Hertford County,North Carolina,13.1,54.13271718,26.9,35.3,11.39817985
13139,Hall County,Georgia,9.8,67.41334788,24,28.8,7.37507988
29151,Osage County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29115,Linn County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13049,Charlton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13011,Banks County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21127,Lawrence County,Kentucky,10.2,14.48297604,28.8,41.4,5.71559596
48001,Anderson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30013,Cascade County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31009,Blaine County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28003,Alcorn County,Mississippi,10.2,26.53749629,24.4,29.3,7.805853221
36121,Wyoming County,New York,9.9,54.77642035,23.6,36,4.264450322
39009,Athens County,Ohio,10.5,72.0076594,21.9,34,10.97970372
50007,Chittenden County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47189,Wilson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48139,Ellis County,Texas,10.6,67.21676359,24.6,35.2,7.334875764
48027,Bell County,Texas,9.8,78.62555805,21.5,29,10.64462973
49011,Davis County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40117,Pawnee County,Oklahoma,9.7,21.21614285,22.4,31.2,1.61150978
49027,Millard County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55133,Waukesha County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51107,Loudoun County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56023,Lincoln County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54043,Lincoln County,West Virginia,10.8,3.158379374,30.2,38,1.153519204
31027,Cedar County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
35019,Guadalupe County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8017,Cheyenne County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
39047,Fayette County,Ohio,9.4,50.32380296,28.3,30.6,3.871974551
39159,Union County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48051,Burleson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51735,Poquoson city,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
46129,Walworth County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55125,Vilas County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1129,Washington County,Alabama,11.2,5.386496786,24.3,23.9,4.481018036
8063,Kit Carson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12071,Lee County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9011,New London County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18167,Vigo County,Indiana,9.3,74.2081448,26.7,31.7,19.99116776
1029,Cleburne County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22033,East Baton Rouge Parish,Louisiana,11.6,96.26213449,26,35.2,11.72066704
1001,Autauga County,Alabama,9.5,62.75860805,23.8,29.6,13.02099797
1097,Mobile County,Alabama,11.9,61.87989114,27.5,36.8,9.715834449
26011,Arenac County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48307,McCulloch County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26125,Oakland County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72103,Naguabo Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72059,Guayanilla Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72003,Aguada Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28025,Clay County,Mississippi,12.1,64.52941747,24.4,37.9,11.22133592
46089,McPherson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28039,George County,Mississippi,10.5,33.32447515,19.1,27.6,5.677483316
53041,Lewis County,Washington,9.1,48.02862633,19.4,31.2,6.36483304
72071,Isabela Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72093,Maricao Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72119,R¨ªo Grande Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54075,Pocahontas County,West Virginia,8.9,92.90056199,16.5,25,19.71780182
72085,Las Piedras Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54081,Raleigh County,West Virginia,13.5,52.1272144,26.2,35.6,16.99873097
54109,Wyoming County,West Virginia,10.4,16.64145235,32,31.9,0.0055786
29111,Lewis County,Missouri,9.5,12.06541965,21.3,27.3,13.00013402
4003,Cochise County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
38015,Burleigh County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
46107,Potter County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40151,Woods County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47013,Campbell County,Tennessee,10.1,48.49936143,22.2,27.5,6.331117758
38057,Mercer County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45069,Marlboro County,South Carolina,14.2,17.64075623,33,36.3,8.825708768
38085,Sioux County,North Dakota,13.5,21.33397544,23.9,22.8,24.34899932
34005,Burlington County,New Jersey,10.1,80.86282742,23.4,29.3,5.032445359
6001,Alameda County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
49053,Washington County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21061,Edmonson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6005,Amador County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21125,Laurel County,Kentucky,12.8,55.7154752,28,36.4,11.17776475
47157,Shelby County,Tennessee,10.7,82.93440156,26.4,32.1,11.18938612
47167,Tipton County,Tennessee,9.7,42.53368478,25.3,27.9,1.57924333
20133,Neosho County,Kansas,10.4,56.77688954,25.3,32.2,5.218147795
21135,Lewis County,Kentucky,10,18.60129777,26.7,34.3,0.537387926
20205,Wilson County,Kansas,10,30.89595069,25.5,32.9,7.756501614
26071,Iron County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21141,Logan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20203,Wichita County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21143,Lyon County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27045,Fillmore County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48325,Medina County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27063,Jackson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21173,Montgomery County,Kentucky,9.7,62.73444281,29.6,32,6.319625679
49049,Utah County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20165,Rush County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
50015,Lamoille County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53029,Island County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31107,Knox County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
50013,Grand Isle County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51820,Waynesboro city,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13069,Coffee County,Georgia,12,51.8722259,24.9,22.3,2.824221116
32019,Lyon County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
35001,Bernalillo County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72109,Patillas Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19131,Mitchell County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19049,Dallas County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72133,Santa Isabel Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12115,Sarasota County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16069,Nez Perce County,Idaho,8.8,59.65108876,19.8,28.9,7.238697568
20119,Meade County,Kansas,9.3,26.42622951,23.7,29.3,16.4951737
21075,Fulton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
23007,Franklin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33015,Rockingham County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36063,Niagara County,New York,10.8,82.79568899,24.5,30.3,5.264255074
42039,Crawford County,Pennsylvania,9.1,67.90626936,18.2,33.3,4.061775352
39105,Meigs County,Ohio,12.9,35.38914598,34,34.8,14.90832631
48387,Red River County,Texas,11.4,21.25972006,25,29.2,25.870836
39053,Gallia County,Ohio,12.7,43.87082175,28.9,35.7,6.703314818
46135,Yankton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5065,Izard County,Arkansas,9,45.75788551,21.6,25.7,0.321216265
16059,Lemhi County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48073,Cherokee County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22015,Bossier Parish,Louisiana,9.5,76.29147112,26.6,34.9,10.92777549
22017,Caddo Parish,Louisiana,11.9,80.12542701,27,40.7,16.0405351
6013,Contra Costa County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
35057,Torrance County,New Mexico,9.3,8.191417933,19,28.3,21.64580629
35039,Rio Arriba County,New Mexico,9.4,52.58162302,19.1,29.5,No Data
53049,Pacific County,Washington,9.1,46.27629063,21.5,33.1,3.922966002
38055,McLean County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16083,Twin Falls County,Idaho,9.7,63.34714489,23.5,29,4.714290251
21175,Morgan County,Kentucky,8.8,47.28147669,25.4,30.7,4.14153218
33011,Hillsborough County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48245,Jefferson County,Texas,11.1,60.95737554,30.3,40.8,7.619618069
53005,Benton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53039,Klickitat County,Washington,8.9,59.72536667,15.5,24.9,4.861089206
45047,Greenwood County,South Carolina,10.7,60.88916323,24.4,34.4,4.14691561
56001,Albany County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8069,Larimer County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20113,McPherson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51001,Accomack County,Virginia,11.5,32.07996623,27.2,35.6,0.899445146
37131,Northampton County,North Carolina,10,13.63410109,24.3,21.2,0.464163503
17113,McLean County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12047,Hamilton County,Florida,12,40.42840733,32,36.7,9.512289663
37047,Columbus County,North Carolina,10.6,37.63640745,23.5,32.5,3.672686949
13229,Pierce County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13299,Ware County,Georgia,9.4,62.98468826,22.4,26.5,13.36807417
2220,Sitka City and Borough,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15009,Maui County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
41051,Multnomah County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37061,Duplin County,North Carolina,9.2,16.9421417,22.6,24.9,6.319470811
12029,Dixie County,Florida,10.4,25.06393862,37,30,3.00589092
39171,Williams County,Ohio,10.5,51.07592583,20.9,29.3,10.47954266
13057,Cherokee County,Georgia,8.9,84.38272699,18.6,27.8,7.052135155
18081,Johnson County,Indiana,8.9,79.23940596,24,31.1,5.840120326
21207,Russell County,Kentucky,9.6,69.75234842,28.8,30.5,2.388493557
21099,Hart County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13183,Long County,Georgia,8.9,27.39905974,17.9,20.5,0.260087522
28065,Jefferson Davis County,Mississippi,10.2,26.33138464,24.8,30.1,9.568278896
31109,Lancaster County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27071,Koochiching County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
39143,Sandusky County,Ohio,9.2,64.79390916,22.2,30.7,3.266152612
42027,Centre County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42037,Columbia County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54047,McDowell County,West Virginia,10.2,22.80106725,27.6,37.3,1.970934129
30049,Lewis and Clark County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17119,Madison County,Illinois,8.9,73.34838571,25.6,29.5,12.86765193
16035,Clearwater County,Idaho,9.1,48.7615569,19.1,29.9,3.44156623
17131,Mercer County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16087,Washington County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54077,Preston County,West Virginia,12.8,24.34964201,24.8,33.4,10.13181952
17155,Putnam County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47095,Lake County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24029,Kent County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24031,Montgomery County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48043,Brewster County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48047,Brooks County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56019,Johnson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16007,Bear Lake County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1045,Dale County,Alabama,11.7,27.10393823,28.7,38.8,8.795502114
12087,Monroe County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13033,Burke County,Georgia,10.4,37.30914394,20.3,21,7.607524808
1081,Lee County,Alabama,9.9,63.66125479,21.5,28.8,11.06901952
39117,Morrow County,Ohio,11.1,22.06047033,26.6,34.9,0.376345917
6041,Marin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16041,Franklin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51051,Dickenson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17149,Pike County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13045,Carroll County,Georgia,11.9,51.80363169,31.3,31.2,19.46979068
16057,Latah County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22069,Natchitoches Parish,Louisiana,11.7,62.99600667,22.2,27.4,15.26506494
38089,Stark County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
38101,Ward County,North Dakota,9.1,72.66963924,25,34.9,7.403217198
2180,Nome Census Area,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27007,Beltrami County,Minnesota,8.8,62.52418883,21.7,33.1,15.73085258
27037,Dakota County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22005,Ascension Parish,Louisiana,10.6,70.02098587,21.2,31.7,9.934357845
41027,Hood River County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6069,San Benito County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19105,Jones County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28101,Newton County,Mississippi,9.9,48.07090239,28,27.6,8.99036787
13019,Berrien County,Georgia,9.1,33.97801514,20.3,26.5,10.39609318
28053,Humphreys County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13137,Habersham County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48487,Wilbarger County,Texas,10.1,21.32988548,22,26.2,15.59178604
47163,Sullivan County,Tennessee,10.2,67.76748309,27.9,33.1,11.14895905
5041,Desha County,Arkansas,8.8,48.1703567,24.3,27,16.61315153
16019,Bonneville County,Idaho,9.4,73.65830727,18.5,29.3,11.40436435
18051,Gibson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21213,Simpson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26131,Ontonagon County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45075,Orangeburg County,South Carolina,14,34.66449011,27.7,40.2,12.80784331
45065,McCormick County,South Carolina,10.2,60.17785596,23.4,30.9,1.64900796
51059,Fairfax County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45077,Pickens County,South Carolina,9.9,59.2984634,20.5,28.1,15.60136948
37157,Rockingham County,North Carolina,9.5,53.5704751,20.9,26.2,9.845550861
51089,Henry County,Virginia,11.5,29.22753042,26,31.4,14.45112897
56037,Sweetwater County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
49033,Rich County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
44005,Newport County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30097,Sweet Grass County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30093,Silver Bow County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16081,Teton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48371,Pecos County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48377,Presidio County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13061,Clay County,Georgia,8.9,25.60477537,20.2,23,1.114338881
48385,Real County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51085,Hanover County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48409,San Patricio County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28121,Rankin County,Mississippi,9.5,75.01429913,26.7,36.9,8.254875803
5073,Lafayette County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
41035,Klamath County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2185,North Slope Borough,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19177,Van Buren County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37049,Craven County,North Carolina,9.2,72.73175209,19.6,27.4,8.695244493
1041,Crenshaw County,Alabama,10.7,20.93341004,21.6,27.1,13.50618346
37039,Cherokee County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13277,Tift County,Georgia,9.2,73.27633481,26.2,29.8,5.736022386
21001,Adair County,Kentucky,9.5,45.52422813,27.9,30.5,3.403806555
22053,Jefferson Davis Parish,Louisiana,9,40.39058049,21,32.5,7.975625704
30053,Lincoln County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
35055,Taos County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36103,Suffolk County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
39167,Washington County,Ohio,11.4,55.02282366,26.6,34,4.066606484
46063,Harding County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6101,Sutter County,California,9.6,78.16798083,26.7,26.6,8.136842855
13029,Bryan County,Georgia,9.2,56.76578573,19.9,26.4,9.64458561
18085,Kosciusko County,Indiana,9.8,56.9029706,27.7,31.3,4.905826095
18175,Washington County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22009,Avoyelles Parish,Louisiana,10.2,24.45036009,29.7,33.5,11.56553005
30039,Granite County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
41043,Linn County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51099,King George County,Virginia,9.4,65.31122795,20.1,24.9,2.1241339
50021,Rutland County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30001,Beaverhead County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53059,Skamania County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27049,Goodhue County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
41017,Deschutes County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29131,Miller County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
41025,Harney County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29055,Crawford County,Missouri,9.2,52.99238743,22.2,30.6,3.542657817
1057,Fayette County,Alabama,9.4,25.71196566,22.5,25.5,0.429989611
6043,Mariposa County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48429,Stephens County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
39081,Jefferson County,Ohio,11,59.44426114,32.1,37.1,10.12225813
36021,Columbia County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28083,Leflore County,Mississippi,12.6,48.42652474,29.5,36.4,20.8332765
28147,Walthall County,Mississippi,12.3,13.79913229,26.1,38.8,12.03808897
39001,Adams County,Ohio,11.7,22.82311734,29.5,30.2,11.1845875
34009,Cape May County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30065,Musselshell County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13297,Walton County,Georgia,9.8,53.94780823,24.7,31.5,10.90165979
37011,Avery County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30081,Ravalli County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48363,Palo Pinto County,Texas,10,39.37248764,15.9,28.1,24.31370137
28029,Copiah County,Mississippi,12.6,32.07239635,29,31.4,13.62257718
30107,Wheatland County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21129,Lee County,Kentucky,9,78.34411056,29.5,36.3,0.011357542
39041,Delaware County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45009,Bamberg County,South Carolina,12.5,16.28823419,26.4,34.3,15.5230455
48151,Fisher County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48405,San Augustine County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42113,Sullivan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72069,Humacao Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55013,Burnett County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55099,Price County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
