COUNTYFIPS,NAMELSAD,Latitude,Lng,State,Diagnosed Diabetes Percentage,Access to Exercise Opportunities,Physical Inactivity Percentage,Obesity Percentage,Limited Access To Healthy Foods
21145,McCracken County,37.054,-88.7128,Kentucky,11.2,65.39007092,28.5,29.5,15.17302085
32003,Clark County,36.2152,-115.0135,Nevada,10,95.5622213,23.7,28.5,5.186813974
39145,Scioto County,38.8039,-82.9929,Ohio,12.4,68.22853118,29,36.8,3.222729944
40035,Craig County,36.7618,-95.2085,Oklahoma,8.8,39.13766718,19.7,25,13.76635288
45003,Aiken County,33.5443,-81.6347,South Carolina,10.7,67.10472895,26.8,36,9.227856762
21155,Marion County,37.5525,-85.2696,Kentucky,8.8,47.790111,28.1,30.1,7.192830832
51135,Nottoway County,37.143,-78.0512,Virginia,11.1,55.83801173,24.3,23.7,21.76883293
9009,New Haven County,41.4106,-72.9321,Connecticut,8.8,91.69531477,21.1,29,4.875235511
16031,Cassia County,42.2839,-113.6001,Idaho,9.5,57.06256535,21.6,29.6,8.959980846
18173,Warrick County,38.0922,-87.2721,Indiana,10.5,73.78578968,23.2,31.5,6.895099526
28041,Greene County,31.2142,-88.6392,Mississippi,9.6,13.72916667,24.8,28.9,1.690052332
29005,Atchison County,40.4308,-95.4281,Missouri,9.1,35.88390501,14.1,26.9,1.539452596
35031,McKinley County,35.5807,-108.2618,New Mexico,15.9,39.46875175,25.1,36.3,34.09993197
36057,Montgomery County,42.9023,-74.4397,New York,10.4,52.12568948,26.3,33.9,18.37029065
12045,Gulf County,29.9556,-85.2266,Florida,10,48.33890185,27,28,1.889889035
53071,Walla Walla County,46.2298,-118.4784,Washington,9,80.65191133,14.6,28.3,5.370528507
5037,Cross County,35.2957,-90.7712,Arkansas,10.9,36.16116396,25.3,28.9,14.5514877
16073,Owyhee County,42.5814,-116.1699,Idaho,10.6,18.54069061,18.2,26.2,10.38170757
30041,Hill County,48.6282,-110.1112,Montana,9,68.99850895,26.6,38,21.40679944
40001,Adair County,35.8839,-94.6587,Oklahoma,10.6,15.70779879,18,25.5,5.1649244
1013,Butler County,31.7524,-86.6803,Alabama,10.9,41.63842078,28.8,30.7,6.918286944
1117,Shelby County,33.2643,-86.6607,Alabama,8.8,79.1941974,22.2,34.2,5.819793074
13217,Newton County,33.555,-83.8502,Georgia,14,56.76884291,25.3,34.6,14.36556653
21147,McCreary County,36.7371,-84.4842,Kentucky,10.8,100,25.6,31.3,1.871148116
29510,St. Louis city,38.6359,-90.2451,Missouri,11.9,97.57934693,29,34.4,3.584744904
29143,New Madrid County,36.5946,-89.6517,Missouri,12,31.26714497,35.8,26.2,2.534105351
34017,Hudson County,40.7371,-74.0779,New Jersey,8.8,100,27.7,24.3,0.11893296
39025,Clermont County,39.0476,-84.1517,Ohio,10.7,66.55198796,25.3,34.5,9.661105196
12033,Escambia County,30.669,-87.363,Florida,10.6,72.23900356,26.1,29.3,12.3076234
45005,Allendale County,32.9881,-81.3582,South Carolina,13.5,65.2173913,21.8,29.7,1.291221843
1127,Walker County,33.8033,-87.2973,Alabama,11.2,34.78358176,28.8,36.6,3.718675769
18183,Whitley County,41.1394,-85.5051,Indiana,9.1,55.72509912,25.1,27.3,1.214859474
21229,Washington County,37.7534,-85.1748,Kentucky,9.5,10.70239823,17.1,26.3,5.163874313
21119,Knott County,37.354,-82.9541,Kentucky,14.2,18.59170439,34.7,39.1,0.60767255
28111,Perry County,31.172,-88.9924,Mississippi,10,36.75102041,25.2,29.1,9.877942247
18005,Bartholomew County,39.206,-85.8976,Indiana,9.6,59.63226294,22.1,30.5,10.48615927
28153,Wayne County,31.6408,-88.6958,Mississippi,13.7,7.601098954,29.6,29,7.053777656
22059,LaSalle Parish,31.6769,-92.1604,Louisiana,9,31.35661518,21.5,28,12.11076035
45087,Union County,34.6895,-81.6191,South Carolina,10.4,59.82528228,26.6,35.6,3.733517137
53077,Yakima County,46.4571,-120.7385,Washington,10.9,62.52698053,20.7,36,5.473712753
21191,Pendleton County,38.6956,-84.3603,Kentucky,9.4,27.66686832,19.8,28,0.203736733
31047,Dawson County,40.8699,-99.8196,Nebraska,10.6,73.06585546,23.4,32.3,14.57305741
26145,Saginaw County,43.335,-84.0532,Michigan,10.3,55.4416518,23.1,39.5,11.37655868
12113,Santa Rosa County,30.7004,-87.0219,Florida,10.4,77.44563063,26.5,29.8,9.511779975
28107,Panola County,34.3639,-89.9506,Mississippi,12.8,19.11141845,35.4,37.1,10.62126609
28157,Wilkinson County,31.1611,-91.3109,Mississippi,9.1,9.62745495,24.3,25.8,8.498718428
21153,Magoffin County,37.7065,-83.0649,Kentucky,12.9,5.887647191,25.7,34.5,1.445636123
47185,White County,35.9264,-85.4552,Tennessee,8.8,29.73182152,19.9,27.7,16.45035874
13213,Murray County,34.7884,-84.7481,Georgia,10.8,72.62541637,21.8,30.1,6.568593759
51760,Richmond city,37.5295,-77.4756,Virginia,10.3,87.55276328,20.8,29.5,6.519430613
51029,Buckingham County,37.5722,-78.5288,Virginia,9.3,4.951592208,23.4,31,5.008766289
5035,Crittenden County,35.2057,-90.3078,Arkansas,12.7,68.09948529,34.6,32.3,10.62244313
26117,Montcalm County,43.311,-85.1525,Michigan,9.9,48.3975877,23.4,39.7,1.043388377
29183,St. Charles County,38.782,-90.6749,Missouri,8.8,81.92851298,19.1,31.4,4.908264166
21159,Martin County,37.8016,-82.5132,Kentucky,11.7,33.38231882,25.9,31.6,0.821611527
51195,Wise County,36.9752,-82.6212,Virginia,13.2,62.91131912,30.6,34.7,8.534806817
47143,Rhea County,35.6087,-84.9244,Tennessee,10.4,53.60432582,19,28.9,11.63589281
5055,Greene County,36.1175,-90.5589,Arkansas,9.8,28.51746258,28.9,31.5,6.650717849
6037,Los Angeles County,34.3209,-118.2247,California,9.1,96.79999348,17.3,23.4,1.452950849
13233,Polk County,34.0018,-85.1881,Georgia,10,68.19770946,23.8,27.7,12.15387713
21231,Wayne County,36.8013,-84.8286,Kentucky,11.2,30.46653534,30.4,35.5,9.847898406
13087,Decatur County,30.8783,-84.579,Georgia,10.2,58.03103225,22.5,21,5.952050873
20075,Hamilton County,37.9991,-101.7912,Kansas,9.3,78.5873606,16.8,22.3,7.431580058
23003,Aroostook County,46.6589,-68.5989,Maine,11.3,47.06414359,28,36.9,4.856652675
22115,Vernon Parish,31.1083,-93.1843,Louisiana,11.8,54.19230328,22.2,31.9,22.16939376
36047,Kings County,40.6395,-73.9385,New York,9.4,99.94761848,23.6,23.9,0.00164707
35033,Mora County,36.0105,-104.9449,New Mexico,9.5,17.53738988,17.4,23.4,59.96035256
40089,McCurtain County,34.1154,-94.7713,Oklahoma,10.4,35.60375253,34.1,35,13.7837085
44003,Kent County,41.6722,-71.593,Rhode Island,8.8,78.09795496,21.4,29.4,5.53775847
1035,Conecuh County,31.4292,-86.9937,Alabama,11.2,35.62896885,31.6,27.2,13.28897274
13097,Douglas County,33.7018,-84.768,Georgia,10.8,80.43473335,24.1,32.6,14.99591362
13189,McDuffie County,33.4828,-82.4814,Georgia,8.8,59.65257143,17.2,20.2,0.168495449
18071,Jackson County,38.9064,-86.0375,Indiana,9.9,62.24277893,27.2,31.8,9.812482363
21051,Clay County,37.1597,-83.7146,Kentucky,9.1,98.95996319,28.7,30,13.77261353
21081,Grant County,38.6488,-84.6246,Kentucky,10.8,54.34676831,23.2,26.9,2.315317371
48277,Lamar County,33.6673,-95.5712,Texas,10.7,63.17755508,32.2,29.1,14.21367437
40145,Wagoner County,35.9611,-95.5212,Oklahoma,12.3,48.28076897,26.9,34.8,10.18954049
45049,Hampton County,32.7763,-81.1407,South Carolina,12.6,42.10052157,34.5,34.1,6.555947933
47147,Robertson County,36.5255,-86.8706,Tennessee,9.1,45.31780396,23.7,30.3,1.874540692
47171,Unicoi County,36.1107,-82.4323,Tennessee,9.3,100,18,23.1,1.887071773
36029,Erie County,42.764,-78.7323,New York,9.7,93.35219359,21.2,28.6,5.754789354
51121,Montgomery County,37.1743,-80.3872,Virginia,9.5,70.60450038,17.5,27.3,4.403623232
28017,Chickasaw County,33.9208,-88.9479,Mississippi,10.2,21.18215271,28,34,5.799240288
18155,Switzerland County,38.8262,-85.0369,Indiana,9.6,38.66955621,22.3,31.1,3.114325765
18177,Wayne County,39.8644,-85.0098,Indiana,12.6,56.58981093,30.2,34.6,16.62986985
4027,Yuma County,32.7695,-113.9056,Arizona,9.5,82.43840389,21.4,39.6,10.30404572
46007,Bennett County,43.195,-101.664,South Dakota,11.2,2.011075488,23.3,34.8,23.32318479
37187,Washington County,35.8226,-76.5775,North Carolina,10,63.39582703,19.9,19,0.278930192
47177,Warren County,35.6787,-85.7785,Tennessee,10.3,51.82107985,25.6,28.3,4.887065461
18059,Hancock County,39.8236,-85.7733,Indiana,9.6,44.57444073,21.1,34.4,8.453249513
48061,Cameron County,26.1333,-97.5182,Texas,11.8,66.22864458,27.2,34.7,17.92751354
5033,Crawford County,35.588,-94.2429,Arkansas,10.7,55.0671531,25.3,37.2,13.18603853
37013,Beaufort County,35.494,-76.8598,North Carolina,8.9,45.11400993,24.1,31.2,9.189439451
37091,Hertford County,36.3591,-76.982,North Carolina,13.1,54.13271718,26.9,35.3,11.39817985
13139,Hall County,34.3169,-83.8197,Georgia,9.8,67.41334788,24,28.8,7.37507988
21127,Lawrence County,38.0679,-82.7348,Kentucky,10.2,14.48297604,28.8,41.4,5.71559596
28003,Alcorn County,34.8808,-88.5803,Mississippi,10.2,26.53749629,24.4,29.3,7.805853221
36121,Wyoming County,42.7024,-78.2245,New York,9.9,54.77642035,23.6,36,4.264450322
39009,Athens County,39.3339,-82.0452,Ohio,10.5,72.0076594,21.9,34,10.97970372
48139,Ellis County,32.3484,-96.7947,Texas,10.6,67.21676359,24.6,35.2,7.334875764
48027,Bell County,31.0373,-97.4788,Texas,9.8,78.62555805,21.5,29,10.64462973
40117,Pawnee County,36.3169,-96.6992,Oklahoma,9.7,21.21614285,22.4,31.2,1.61150978
54043,Lincoln County,38.1753,-82.0704,West Virginia,10.8,3.158379374,30.2,38,1.153519204
39047,Fayette County,39.5599,-83.4561,Ohio,9.4,50.32380296,28.3,30.6,3.871974551
1129,Washington County,31.4076,-88.2079,Alabama,11.2,5.386496786,24.3,23.9,4.481018036
18167,Vigo County,39.4306,-87.39,Indiana,9.3,74.2081448,26.7,31.7,19.99116776
22033,East Baton Rouge Parish,30.5383,-91.0956,Louisiana,11.6,96.26213449,26,35.2,11.72066704
1001,Autauga County,32.5349,-86.6427,Alabama,9.5,62.75860805,23.8,29.6,13.02099797
1097,Mobile County,30.7872,-88.2058,Alabama,11.9,61.87989114,27.5,36.8,9.715834449
28025,Clay County,33.6556,-88.7816,Mississippi,12.1,64.52941747,24.4,37.9,11.22133592
28039,George County,30.8626,-88.644,Mississippi,10.5,33.32447515,19.1,27.6,5.677483316
53041,Lewis County,46.5778,-122.3927,Washington,9.1,48.02862633,19.4,31.2,6.36483304
54075,Pocahontas County,38.3318,-80.0078,West Virginia,8.9,92.90056199,16.5,25,19.71780182
54081,Raleigh County,37.7714,-81.2487,West Virginia,13.5,52.1272144,26.2,35.6,16.99873097
54109,Wyoming County,37.6096,-81.5492,West Virginia,10.4,16.64145235,32,31.9,0.0055786
29111,Lewis County,40.0969,-91.7221,Missouri,9.5,12.06541965,21.3,27.3,13.00013402
47013,Campbell County,36.4035,-84.1494,Tennessee,10.1,48.49936143,22.2,27.5,6.331117758
45069,Marlboro County,34.602,-79.6786,South Carolina,14.2,17.64075623,33,36.3,8.825708768
38085,Sioux County,46.1127,-101.0404,North Dakota,13.5,21.33397544,23.9,22.8,24.34899932
34005,Burlington County,39.8777,-74.6681,New Jersey,10.1,80.86282742,23.4,29.3,5.032445359
21125,Laurel County,37.1107,-84.1178,Kentucky,12.8,55.7154752,28,36.4,11.17776475
47157,Shelby County,35.1842,-89.894,Tennessee,10.7,82.93440156,26.4,32.1,11.18938612
47167,Tipton County,35.4973,-89.7566,Tennessee,9.7,42.53368478,25.3,27.9,1.57924333
20133,Neosho County,37.5585,-95.3068,Kansas,10.4,56.77688954,25.3,32.2,5.218147795
21135,Lewis County,38.5315,-83.3781,Kentucky,10,18.60129777,26.7,34.3,0.537387926
20205,Wilson County,37.5593,-95.7434,Kansas,10,30.89595069,25.5,32.9,7.756501614
21173,Montgomery County,38.0335,-83.9131,Kentucky,9.7,62.73444281,29.6,32,6.319625679
13069,Coffee County,31.5493,-82.8492,Georgia,12,51.8722259,24.9,22.3,2.824221116
16069,Nez Perce County,46.3268,-116.7502,Idaho,8.8,59.65108876,19.8,28.9,7.238697568
20119,Meade County,37.2382,-100.3662,Kansas,9.3,26.42622951,23.7,29.3,16.4951737
36063,Niagara County,43.2001,-78.7452,New York,10.8,82.79568899,24.5,30.3,5.264255074
42039,Crawford County,41.6847,-80.1062,Pennsylvania,9.1,67.90626936,18.2,33.3,4.061775352
39105,Meigs County,39.0822,-82.0229,Ohio,12.9,35.38914598,34,34.8,14.90832631
48387,Red River County,33.6207,-95.0503,Texas,11.4,21.25972006,25,29.2,25.870836
39053,Gallia County,38.8247,-82.3169,Ohio,12.7,43.87082175,28.9,35.7,6.703314818
5065,Izard County,36.0949,-91.9134,Arkansas,9,45.75788551,21.6,25.7,0.321216265
22015,Bossier Parish,32.6784,-93.6049,Louisiana,9.5,76.29147112,26.6,34.9,10.92777549
22017,Caddo Parish,32.5806,-93.8823,Louisiana,11.9,80.12542701,27,40.7,16.0405351
35057,Torrance County,34.6405,-105.8508,New Mexico,9.3,8.191417933,19,28.3,21.64580629
35039,Rio Arriba County,36.5096,-106.6932,New Mexico,9.4,52.58162302,19.1,29.5,No Data
53049,Pacific County,46.5557,-123.7041,Washington,9.1,46.27629063,21.5,33.1,3.922966002
16083,Twin Falls County,42.356,-114.6672,Idaho,9.7,63.34714489,23.5,29,4.714290251
21175,Morgan County,37.9223,-83.2589,Kentucky,8.8,47.28147669,25.4,30.7,4.14153218
48245,Jefferson County,29.8841,-94.1629,Texas,11.1,60.95737554,30.3,40.8,7.619618069
53039,Klickitat County,45.8738,-120.7891,Washington,8.9,59.72536667,15.5,24.9,4.861089206
45047,Greenwood County,34.1537,-82.1259,South Carolina,10.7,60.88916323,24.4,34.4,4.14691561
51001,Accomack County,37.7643,-75.6332,Virginia,11.5,32.07996623,27.2,35.6,0.899445146
37131,Northampton County,36.4178,-77.3969,North Carolina,10,13.63410109,24.3,21.2,0.464163503
12047,Hamilton County,30.4964,-82.9479,Florida,12,40.42840733,32,36.7,9.512289663
37047,Columbus County,34.2656,-78.655,North Carolina,10.6,37.63640745,23.5,32.5,3.672686949
13299,Ware County,31.0538,-82.4237,Georgia,9.4,62.98468826,22.4,26.5,13.36807417
37061,Duplin County,34.9365,-77.933,North Carolina,9.2,16.9421417,22.6,24.9,6.319470811
12029,Dixie County,29.6082,-83.1588,Florida,10.4,25.06393862,37,30,3.00589092
39171,Williams County,41.5603,-84.5882,Ohio,10.5,51.07592583,20.9,29.3,10.47954266
13057,Cherokee County,34.244,-84.4763,Georgia,8.9,84.38272699,18.6,27.8,7.052135155
18081,Johnson County,39.49,-86.1016,Indiana,8.9,79.23940596,24,31.1,5.840120326
21207,Russell County,36.9911,-85.0587,Kentucky,9.6,69.75234842,28.8,30.5,2.388493557
13183,Long County,31.7526,-81.7458,Georgia,8.9,27.39905974,17.9,20.5,0.260087522
28065,Jefferson Davis County,31.5697,-89.823,Mississippi,10.2,26.33138464,24.8,30.1,9.568278896
39143,Sandusky County,41.3562,-83.1464,Ohio,9.2,64.79390916,22.2,30.7,3.266152612
54047,McDowell County,37.3785,-81.6536,West Virginia,10.2,22.80106725,27.6,37.3,1.970934129
17119,Madison County,38.8297,-89.9049,Illinois,8.9,73.34838571,25.6,29.5,12.86765193
16035,Clearwater County,46.6736,-115.6567,Idaho,9.1,48.7615569,19.1,29.9,3.44156623
54077,Preston County,39.4693,-79.6682,West Virginia,12.8,24.34964201,24.8,33.4,10.13181952
1045,Dale County,31.4318,-85.611,Alabama,11.7,27.10393823,28.7,38.8,8.795502114
13033,Burke County,33.0611,-82.0007,Georgia,10.4,37.30914394,20.3,21,7.607524808
1081,Lee County,32.6011,-85.3555,Alabama,9.9,63.66125479,21.5,28.8,11.06901952
39117,Morrow County,40.5241,-82.7941,Ohio,11.1,22.06047033,26.6,34.9,0.376345917
13045,Carroll County,33.5828,-85.0798,Georgia,11.9,51.80363169,31.3,31.2,19.46979068
22069,Natchitoches Parish,31.7234,-93.0962,Louisiana,11.7,62.99600667,22.2,27.4,15.26506494
38101,Ward County,48.2217,-101.5418,North Dakota,9.1,72.66963924,25,34.9,7.403217198
27007,Beltrami County,47.9738,-94.9377,Minnesota,8.8,62.52418883,21.7,33.1,15.73085258
22005,Ascension Parish,30.2036,-90.9113,Louisiana,10.6,70.02098587,21.2,31.7,9.934357845
28101,Newton County,32.4002,-89.1188,Mississippi,9.9,48.07090239,28,27.6,8.99036787
13019,Berrien County,31.276,-83.2296,Georgia,9.1,33.97801514,20.3,26.5,10.39609318
48487,Wilbarger County,34.0808,-99.241,Texas,10.1,21.32988548,22,26.2,15.59178604
47163,Sullivan County,36.5129,-82.3042,Tennessee,10.2,67.76748309,27.9,33.1,11.14895905
5041,Desha County,33.8309,-91.2551,Arkansas,8.8,48.1703567,24.3,27,16.61315153
16019,Bonneville County,43.3877,-111.6148,Idaho,9.4,73.65830727,18.5,29.3,11.40436435
45075,Orangeburg County,33.439,-80.8003,South Carolina,14,34.66449011,27.7,40.2,12.80784331
45065,McCormick County,33.8995,-82.31,South Carolina,10.2,60.17785596,23.4,30.9,1.64900796
45077,Pickens County,34.8873,-82.7253,South Carolina,9.9,59.2984634,20.5,28.1,15.60136948
37157,Rockingham County,36.396,-79.775,North Carolina,9.5,53.5704751,20.9,26.2,9.845550861
51089,Henry County,36.6828,-79.874,Virginia,11.5,29.22753042,26,31.4,14.45112897
13061,Clay County,31.6262,-84.9801,Georgia,8.9,25.60477537,20.2,23,1.114338881
28121,Rankin County,32.2641,-89.9458,Mississippi,9.5,75.01429913,26.7,36.9,8.254875803
37049,Craven County,35.1249,-77.0939,North Carolina,9.2,72.73175209,19.6,27.4,8.695244493
1041,Crenshaw County,31.7315,-86.3136,Alabama,10.7,20.93341004,21.6,27.1,13.50618346
13277,Tift County,31.4574,-83.5266,Georgia,9.2,73.27633481,26.2,29.8,5.736022386
21001,Adair County,37.1042,-85.2806,Kentucky,9.5,45.52422813,27.9,30.5,3.403806555
22053,Jefferson Davis Parish,30.2677,-92.8141,Louisiana,9,40.39058049,21,32.5,7.975625704
39167,Washington County,39.4553,-81.4953,Ohio,11.4,55.02282366,26.6,34,4.066606484
6101,Sutter County,39.0346,-121.6948,California,9.6,78.16798083,26.7,26.6,8.136842855
13029,Bryan County,32.0145,-81.4436,Georgia,9.2,56.76578573,19.9,26.4,9.64458561
18085,Kosciusko County,41.2441,-85.8607,Indiana,9.8,56.9029706,27.7,31.3,4.905826095
22009,Avoyelles Parish,31.0763,-92.0015,Louisiana,10.2,24.45036009,29.7,33.5,11.56553005
51099,King George County,38.2733,-77.1572,Virginia,9.4,65.31122795,20.1,24.9,2.1241339
29055,Crawford County,37.9764,-91.3039,Missouri,9.2,52.99238743,22.2,30.6,3.542657817
1057,Fayette County,33.7212,-87.7388,Alabama,9.4,25.71196566,22.5,25.5,0.429989611
39081,Jefferson County,40.385,-80.761,Ohio,11,59.44426114,32.1,37.1,10.12225813
28083,Leflore County,33.5505,-90.3011,Mississippi,12.6,48.42652474,29.5,36.4,20.8332765
28147,Walthall County,31.1484,-90.1061,Mississippi,12.3,13.79913229,26.1,38.8,12.03808897
39001,Adams County,38.8455,-83.4721,Ohio,11.7,22.82311734,29.5,30.2,11.1845875
13297,Walton County,33.7816,-83.7339,Georgia,9.8,53.94780823,24.7,31.5,10.90165979
48363,Palo Pinto County,32.7532,-98.313,Texas,10,39.37248764,15.9,28.1,24.31370137
28029,Copiah County,31.8693,-90.4488,Mississippi,12.6,32.07239635,29,31.4,13.62257718
21129,Lee County,37.5948,-83.7162,Kentucky,9,78.34411056,29.5,36.3,0.011357542
45009,Bamberg County,33.2148,-81.0542,South Carolina,12.5,16.28823419,26.4,34.3,15.5230455
5001,Arkansas County,34.2892,-91.3742,Arkansas,10,54.59803355,31,25.1,23.65869737
24043,Washington County,39.6036,-77.814,Maryland,12,64.11042529,26.1,35.6,5.496961291
36011,Cayuga County,42.9175,-76.5545,New York,9,70.8332292,24.4,32.6,0.993632672
19085,Harrison County,41.6829,-95.8168,Iowa,9.8,40.62165059,21.8,30.6,5.833334712
18179,Wells County,40.7292,-85.2212,Indiana,9.3,37.06397453,23.2,25,12.6748788
20085,Jackson County,39.4168,-95.7937,Kansas,10.2,37.87698708,21.7,35.1,5.617887665
22121,West Baton Rouge Parish,30.4636,-91.3127,Louisiana,9.5,72.15402724,22,21.5,7.283896664
42055,Franklin County,39.9274,-77.7213,Pennsylvania,8.9,58.74360037,19,28.5,6.276076978
51159,Richmond County,37.9434,-76.7269,Virginia,10.1,53.38232116,25.7,29.2,2.376061001
12083,Marion County,29.2102,-82.0567,Florida,11.5,67.91166865,29.2,34.9,11.87595506
31013,Box Butte County,42.2197,-103.0857,Nebraska,9.5,60.34665723,21.6,31.8,9.172379357
28049,Hinds County,32.2667,-90.4428,Mississippi,11.7,66.84061398,29.1,39.4,14.84758398
13247,Rockdale County,33.6543,-84.0266,Georgia,10.1,77.00639559,24.1,37,13.33939914
40115,Ottawa County,36.8355,-94.8104,Oklahoma,9.9,28.86837478,21.8,31.3,8.95130351
41059,Umatilla County,45.5919,-118.7369,Oregon,9.5,56.8330061,21.7,33.1,11.92135302
13063,Clayton County,33.5419,-84.3577,Georgia,12.2,71.75897373,30.3,36.1,16.0225391
1075,Lamar County,33.7791,-88.097,Alabama,11.8,7.058500412,20.5,27.6,0.416253749
12065,Jefferson County,30.4375,-83.8953,Florida,10.3,43.35749611,21.3,30.8,5.80290693
22095,St. John the Baptist Parish,30.1264,-90.4709,Louisiana,10.5,74.11810818,27.4,31.8,12.55835816
45067,Marion County,34.0801,-79.3625,South Carolina,13.1,39.95523562,30,34.8,0.114055021
51117,Mecklenburg County,36.6804,-78.3627,Virginia,10.4,36.27891344,26.6,34.9,9.547304001
51810,Virginia Beach city,36.7335,-76.0435,Virginia,9.5,93.68279018,18.8,28.7,2.552700483
1063,Greene County,32.8531,-87.9522,Alabama,12.1,3.692647872,16.8,24.4,22.75647535
1089,Madison County,34.7631,-86.5502,Alabama,10.7,68.14441581,24.2,32.1,9.342907381
18107,Montgomery County,40.0404,-86.8933,Indiana,9.1,60.15633197,24,27.1,3.765938881
45045,Greenville County,34.8941,-82.3706,South Carolina,10,82.22682697,23.6,30.3,10.06815995
37149,Polk County,35.2793,-82.1697,North Carolina,8.8,50.51194539,17,22,1.613174832
17093,Kendall County,41.5906,-88.4288,Illinois,9.1,92.14980477,19.4,30.3,6.135880184
51143,Pittsylvania County,36.8213,-79.3971,Virginia,9.6,20.22171133,30.1,35.6,5.924458598
29117,Livingston County,39.7821,-93.5483,Missouri,9.1,60.59888121,22,28.2,3.687465692
38105,Williams County,48.3437,-103.4802,North Dakota,9.9,72.5332619,22.2,37.7,5.056465604
47107,McMinn County,35.4248,-84.6175,Tennessee,10.7,42.44633222,29.1,31.3,5.967983279
16045,Gem County,44.0615,-116.3975,Idaho,8.8,68.28159579,22.7,30.9,9.725895674
13091,Dodge County,32.1722,-83.1684,Georgia,10.2,49.15122041,20.6,25,0.154310718
21013,Bell County,36.7306,-83.6741,Kentucky,9.2,85.15910913,24.7,33,9.993554579
42017,Bucks County,40.337,-75.1069,Pennsylvania,9.2,82.85579025,16.8,26.8,4.457965477
4012,La Paz County,33.7294,-113.9815,Arizona,9.9,34.92605789,26.2,25.3,26.48659631
6031,Kings County,36.0752,-119.8155,California,10.5,60.07438784,21.7,31.6,6.822825869
22007,Assumption Parish,29.9024,-91.0608,Louisiana,11.1,32.94479313,21.7,28.5,0.582532434
42089,Monroe County,41.0581,-75.3395,Pennsylvania,9.1,67.62755973,20.3,28.7,5.510368082
5071,Johnson County,35.5697,-93.4601,Arkansas,9.6,41.02975724,26.8,31.9,13.32927756
39007,Ashtabula County,41.7074,-80.7483,Ohio,9.3,63.30137837,26.1,32.8,9.956500491
24033,Prince George's County,38.8295,-76.8473,Maryland,12.5,96.80445206,22.7,37.2,3.459146412
34007,Camden County,39.8035,-74.9597,New Jersey,11.6,83.9852275,27.1,30.3,4.45228809
12009,Brevard County,28.2937,-80.7323,Florida,9.6,84.7427932,24.1,28.6,12.05688839
5019,Clark County,34.051,-93.1764,Arkansas,10.4,54.07697326,29,23.9,10.70643538
27095,Mille Lacs County,45.938,-93.6301,Minnesota,9.2,46.29650918,22.4,27.7,2.619513801
27115,Pine County,46.1208,-92.7413,Minnesota,8.9,44.85714286,25.5,35.6,4.307002686
45029,Colleton County,32.8636,-80.6669,South Carolina,12.6,37.65813021,33.3,34.5,18.15464677
24017,Charles County,38.5073,-76.9922,Maryland,10.9,63.77165628,24.1,39.4,5.183923578
32033,White Pine County,39.4421,-114.9016,Nevada,9.3,51.38584247,22.4,25.2,12.45744933
51550,Chesapeake city,36.6778,-76.3024,Virginia,9.8,90.35727626,23.5,33.4,4.893881648
47155,Sevier County,35.7847,-83.5242,Tennessee,10.2,54.04220761,32.6,35.5,7.741871312
5075,Lawrence County,36.0412,-91.107,Arkansas,9.3,29.84209015,21.5,29.2,16.81366527
40071,Kay County,36.818,-97.1439,Oklahoma,9.4,67.14273442,28.7,32.9,15.26195996
22099,St. Martin Parish,30.1291,-91.6083,Louisiana,9.5,61.54716258,24.4,29.9,5.716300371
36033,Franklin County,44.5929,-74.3038,New York,11.4,57.61933371,23.8,39.2,7.580832778
36105,Sullivan County,41.7164,-74.7681,New York,9.4,42.08802404,28.3,36.1,2.845617609
48041,Brazos County,30.6608,-96.3024,Texas,9.7,88.70008365,20.4,31.4,12.36465838
40013,Bryan County,33.9623,-96.2598,Oklahoma,10.2,40.94209732,25.3,28.9,10.79182357
26041,Delta County,45.9192,-86.9242,Michigan,10.1,83.79778251,20.7,31.4,5.052951827
33007,Coos County,44.6896,-71.3056,New Hampshire,10,59.84873695,24.3,36.9,5.178309411
1123,Tallapoosa County,32.8624,-85.7975,Alabama,10.6,62.86043829,24.7,29.2,3.266490048
2195,Petersburg Borough,57.1195,-132.9345,Alaska,9.2,No Data,17.8,17.2,0.667492903
29047,Clay County,39.3105,-94.4209,Missouri,9,88.32877502,23.5,32.5,5.861014261
46102,Oglala Lakota County,43.3355,-102.5517,South Dakota,17.9,2.090387163,26.2,37.6,No Data
46137,Ziebach County,44.9804,-101.6658,South Dakota,15.9,53.62370582,25.3,41.5,25.01778553
29165,Platte County,39.3803,-94.7738,Missouri,9,78.43756297,20.7,26.3,6.320821646
47081,Hickman County,35.8032,-87.4733,Tennessee,10,24.61725395,19.4,27,3.867224449
49003,Box Elder County,41.521,-113.0821,Utah,9.3,71.1815908,15.9,32.3,5.106788894
48187,Guadalupe County,29.5831,-97.9486,Texas,8.8,69.09596831,18.7,26.3,12.38045397
15003,Honolulu County,21.5008,-158.1053,Hawaii,10.4,95.05469431,19.3,24.8,4.619118733
49045,Tooele County,40.4488,-113.1311,Utah,11.1,83.75073002,24.8,38.7,6.804186098
6039,Madera County,37.218,-119.7627,California,9.4,71.21863918,26.6,32.9,5.41889039
34013,Essex County,40.7872,-74.247,New Jersey,10.5,99.36132679,29.1,29.2,0.748623168
20097,Kiowa County,37.5582,-99.2861,Kansas,9.1,35.29181355,17.6,29.6,13.15339158
21165,Menifee County,37.9414,-83.5989,Kentucky,10.2,83.6504916,25.6,34.3,0.275389499
